"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"240","@AmericanAir Your customer service was lacking for me last week! I'm just going to use my miles and never fly with you again.",FALSE,1,"AmericanAir",2017-10-07 23:48:13,FALSE,"915669141587058688","916812437822853121","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RainiGilmore",0,FALSE,FALSE,NA,NA
"241","Two years ago, had a treacherous experience on @AmericanAir. Just want you to know, still telling people and still not flying you!",FALSE,1,NA,2017-10-07 23:48:04,FALSE,NA,"916812398509658112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeRiceColorado",0,FALSE,FALSE,NA,NA
"242","@AmericanAir We landed 30+ minutes ago. We are still on taxi way and are now past our scheduled arrival. Please pro‚Ä¶ https://t.co/AiEpr0XbNg",FALSE,0,"AmericanAir",2017-10-07 23:46:56,TRUE,NA,"916812115507400704","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ummmwtfblog",0,FALSE,FALSE,NA,NA
"243","@GarySiniseFound @GarySinise @JoeMantegna @TAPSorg @latelateshow @AmericanAir Thank you Gary all you do for Veterans and their loved ones.",FALSE,0,"GarySiniseFound",2017-10-07 23:46:25,FALSE,"916708245321940997","916811987085967360","327071763","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ErnieHume",0,FALSE,FALSE,NA,NA
"244","This brand new 737-MAX at @AmericanAir Tulsa Base Family Picnic still had that ‚ÄúNew plane smell‚Äù https://t.co/FtoJe24WD9",FALSE,5,NA,2017-10-07 23:45:40,FALSE,NA,"916811798107615232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesaydelott",0,FALSE,FALSE,NA,NA
"245","Also, FYI - tweeting this complaint because I know there‚Äôs little to no chance of receiving a response from @AmericanAir if I email them...",FALSE,0,NA,2017-10-07 23:45:05,FALSE,NA,"916811649369206785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"246","@AmericanAir @Boeing 737-823 (N915NN) in #Nashville #BNA #MusicCity https://t.co/35xsdZIFCP",FALSE,1,"AmericanAir",2017-10-07 23:44:22,FALSE,NA,"916811467705417729","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BNAviation",0,FALSE,FALSE,NA,NA
"247","Certainly won‚Äôt be using AA again, even with our OneWorld status! @AmericanAir #horrorshow",FALSE,0,NA,2017-10-07 23:44:08,FALSE,NA,"916811411157864448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"248","RT @AnnaTaughtYou: HELP ME PLEASE DM ME I NEED YOU MORE THAN EVER @AmericanAir",FALSE,0,NA,2017-10-07 23:43:49,FALSE,NA,"916811331189211137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GLOOOMBOYSSS",11,TRUE,FALSE,NA,NA
"249","Em is about to explode with anger, and this has been an unnecessary burden on what was meant to be a relaxing trip. @AmericanAir",FALSE,0,NA,2017-10-07 23:43:49,FALSE,NA,"916811329352159232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"250","@AmericanAir He walked up to me and said, ""life sucks doesn't it? So what do you want"". I was so shocked I couldn't‚Ä¶ https://t.co/zyMA6HYpvh",FALSE,0,"AmericanAir",2017-10-07 23:43:43,TRUE,"916312170933178369","916811303829757953","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fvkdnksntra",0,FALSE,FALSE,NA,NA
"251","In transit from MSY-DFW, @AmericanAir had changed Em‚Äôs seat, without notice or consultation. Unacceptable.",FALSE,0,NA,2017-10-07 23:43:29,FALSE,NA,"916811246833471488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"252","Now flying MSY-DFW-BNA. We were reseated from rows 7 and 9 to be seated together in 18B and C. @AmericanAir",FALSE,0,NA,2017-10-07 23:43:10,FALSE,NA,"916811169498828801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"253","@AmericanAir Done. I would prefer a flight to BNA tonight. Not waiting overnight in CLT.",FALSE,0,"AmericanAir",2017-10-07 23:43:00,FALSE,"916798677712334848","916811126809223168","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brentdeems",0,FALSE,FALSE,NA,NA
"254","We were told that our new, split itineraries had been ‚Äúlinked‚Äù, but no proof of that. @AmericanAir",FALSE,0,NA,2017-10-07 23:42:55,FALSE,NA,"916811106307493889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"255","Mostly we are rebuffed, because I assume we are ‚Äújust tourists‚Äù. @AmericanAir",FALSE,0,NA,2017-10-07 23:42:48,FALSE,NA,"916811076406337536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"256","@AmericanAir Really because the first person I spoke to was really nice but couldn't do anything for me so I asked to speak to a manager and",FALSE,0,"AmericanAir",2017-10-07 23:42:46,FALSE,"916312170933178369","916811066176237569","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fvkdnksntra",0,FALSE,FALSE,NA,NA
"257","RT @daddy_yankee: Ì†ºÌ∑µÌ†ºÌ∑∑ BOSS Ì†ºÌ∑µÌ†ºÌ∑∑ Thank you #Nexos @AmericanAir #PuertoRico https://t.co/5Myb92JmeN",FALSE,0,NA,2017-10-07 23:42:22,FALSE,NA,"916810965576044545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","aihartxam14",265,TRUE,FALSE,NA,NA
"258","We have been spoken to rudely by AA staff at most airports as we try to explain our situation and find a solution. @AmericanAir",FALSE,0,NA,2017-10-07 23:42:04,FALSE,NA,"916810890170830848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"259","@SouthwestAir There‚Äôs really no luv/love flying on @AmericanAir . They could care less about the passenger experien‚Ä¶ https://t.co/gJAh5FIDO3",FALSE,0,"SouthwestAir",2017-10-07 23:42:02,TRUE,"916807665501691904","916810883887755264","7212562","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haydnadams",0,FALSE,FALSE,NA,NA
"260","...to make that happen (seat changes were complimentary thanks to Em‚Äôs status prior to SFO). @AmericanAir",FALSE,0,NA,2017-10-07 23:41:47,FALSE,NA,"916810818527907840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"261","Many thanks to @AmericanAir for being kind and accommodating. DFW crew got me home in front of the storm on an earlier flight with no fee.",FALSE,4,NA,2017-10-07 23:41:42,FALSE,NA,"916810796960755718",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timlevert",0,FALSE,FALSE,NA,NA
"262","@AmericanAir @AeropuertoSJU Thank you to American Airlines Top Executives and Employees for help our People of Puerto Rico. Ì†ΩÌπèÌ†ºÌøªÌ†ºÌ∑µÌ†ºÌ∑∑Ì†ºÌº¥Ì†ΩÌ∏ò",FALSE,1,"AmericanAir",2017-10-07 23:41:28,FALSE,"911993261669089280","916810739746254850","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mdg116115",0,FALSE,FALSE,NA,NA
"263","Chicago flying rainbow to match the W at Shirley Ryan @AbilityLab ! #ThatsCub #flytheW @Freelancer1013‚Ä¶ https://t.co/lXiAAhTNSq",FALSE,3,NA,2017-10-07 23:41:27,TRUE,NA,"916810735719796736",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mapinnyc",1,FALSE,FALSE,NA,NA
"264","We have not been seated together on any flight since, except one flight where I had to pay extra... @AmericanAir",FALSE,0,NA,2017-10-07 23:41:23,FALSE,NA,"916810717671624704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"265","Em has been incorrectly charged baggage at EVERY airport (has a free bag as she‚Äôs Ruby OneWorld). @AmericanAir",FALSE,0,NA,2017-10-07 23:41:02,FALSE,NA,"916810629851303936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"266","Told there‚Äôs no way to rejoin a split itinerary, which is ridiculous (like, what!?) Since then, issue after issue. @AmericanAir",FALSE,0,NA,2017-10-07 23:40:47,FALSE,NA,"916810566492094464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"267","Guess I‚Äôll try though... mine and @emilycate610‚Äôs itinerary was split by AA staffer at SFO. @AmericanAir",FALSE,0,NA,2017-10-07 23:40:29,FALSE,NA,"916810494203367426",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"268","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-07 23:40:03,FALSE,NA,"916810383612137472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dieter_Rauscher",15,TRUE,FALSE,NA,NA
"269","@AmericanAir flt. 48
AA= always awaiting.  Why doesn't the pilot have his weight calculations?",FALSE,0,"AmericanAir",2017-10-07 23:38:44,FALSE,NA,"916810050362134533","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Countryboytexan",0,FALSE,FALSE,NA,NA
"270","Tricky weather BNA to ORD.  Thanks to excellent crew for keeping us informed &amp; safe.  @AmericanAir 3312 Truly professionals.",FALSE,1,NA,2017-10-07 23:37:59,FALSE,NA,"916809862440521728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrentMoodyTN",0,FALSE,FALSE,NA,NA
"271","@AmericanAir please help me fly home to St Maarten with pet. No help from customer services.",FALSE,0,"AmericanAir",2017-10-07 23:34:13,FALSE,NA,"916808913806331904","22536055","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Jennyscuppatea",0,FALSE,FALSE,NA,NA
"272","Flying from #ORD today after a storm @americanair #AAmericanview https://t.co/DEAAMstvBk https://t.co/Q77KNxYVQ4",FALSE,0,NA,2017-10-07 23:33:40,FALSE,NA,"916808778254778369",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","aliceferris",0,FALSE,FALSE,NA,NA
"273","@AmericanAir Annnnd now at least an hour delay? Cool.",FALSE,0,"mrsbreecruz",2017-10-07 23:32:55,FALSE,"916807950592888832","916808585979596801","199382581","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrsbreecruz",0,FALSE,FALSE,NA,NA
"274","@AmericanAir great display at iah, but can you tell me what's wrong with it? Hint- look at flag placement. https://t.co/1mendNQ1f7",FALSE,0,"AmericanAir",2017-10-07 23:31:28,FALSE,NA,"916808224560607232","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelLobmeyer",0,FALSE,FALSE,NA,NA
"275","@AirlineReporter @AmericanAir I was on a flight today with BYOD IFE. Lots of buffering.",FALSE,0,"AirlineReporter",2017-10-07 23:30:59,FALSE,"916795131365412869","916808100027527168","40113236","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","db4300",0,FALSE,FALSE,NA,NA
"276","@AmericanAir you're actin a fool at DFW today! #whatsgoingon",FALSE,1,"AmericanAir",2017-10-07 23:30:23,FALSE,NA,"916807950592888832","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrsbreecruz",0,FALSE,FALSE,NA,NA
"277","@Delta Is that Volume forever??? All other airlines aren't having same problems. Bad excuse. @AmericanAir @UnitedAirways",FALSE,0,"Delta",2017-10-07 23:29:36,FALSE,"916751807698866176","916807752374030336","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sfdecordova",0,FALSE,FALSE,NA,NA
"278","@AirlineReporter @AmericanAir Until those start showing up on aircraft, don't forget your ziplock bag https://t.co/QbVxf6m5DQ",FALSE,2,"AirlineReporter",2017-10-07 23:28:49,FALSE,"916795131365412869","916807555678130176","40113236","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rtphokie",0,FALSE,FALSE,NA,NA
"279","Update on our America trip - basically, @AmericanAir has ruined it. Staff and customer service absolutely useless. Too many issues to fit...",FALSE,0,NA,2017-10-07 23:28:28,FALSE,NA,"916807469447426054",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"280","Was supposed to be in Portland with my wife by 8pm... now headed to LA, then Portland by late-o'clock. Vouchers please @AmericanAir",FALSE,0,NA,2017-10-07 23:26:38,FALSE,NA,"916807006509568001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KeithMilgaten",0,FALSE,FALSE,NA,NA
"281","@IndoBushPilot @user47 @PhilFlying @AirlineReporter @AmericanAir I've flown on 763 on DFW-HNL about 5 years ago, an‚Ä¶ https://t.co/3QvEKTo6iL",FALSE,1,"IndoBushPilot",2017-10-07 23:26:20,TRUE,"916806560331874304","916806931205054464","263547393","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","jmmccarthy2002",0,FALSE,FALSE,NA,NA
"282","Beautiful double rainbow with a sunny fog/rain over downtown #Chicago as the plane descended into @fly2ohare‚Ä¶ https://t.co/bGo9so2hrZ",FALSE,1,NA,2017-10-07 23:25:50,TRUE,NA,"916806806600634369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanianmiller",0,FALSE,FALSE,NA,NA
"283","@always5star @tripgourmets @TravelAtWill @AWorldWithYou_ @RoarLoud @SashaEats @eatlivetraveldr @TouringTastebud‚Ä¶ https://t.co/qpLVsamRyh",FALSE,1,"always5star",2017-10-07 23:25:36,TRUE,"916746357125369858","916806748404580352","4818214831","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","napafoodandvine",0,FALSE,FALSE,NA,NA
"284","@Swabastards1 @SouthwestAir @AmericanAir @JillianMarisa Tried. Multiple times.",FALSE,1,"Swabastards1",2017-10-07 23:25:36,FALSE,"916803921414426624","916806744898142208","132731456","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","user47",0,FALSE,FALSE,NA,NA
"285","@AmericanAir @thepointsguy today‚Äôs day goes something like this...2 broke airplanes, crowded lavs, and still waitin‚Ä¶ https://t.co/oNurxZFBHG",FALSE,0,"AmericanAir",2017-10-07 23:25:12,TRUE,"916801052963459074","916806646030045184","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dp618",0,FALSE,FALSE,NA,NA
"286","@jmmccarthy2002 @user47 @PhilFlying @AirlineReporter @AmericanAir Interesting. Only for long haul? 

I'm starting t‚Ä¶ https://t.co/UnxbunXok3",FALSE,1,"jmmccarthy2002",2017-10-07 23:24:52,TRUE,"916806175756300288","916806560331874304","2575493718","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndoBushPilot",0,FALSE,FALSE,NA,NA
"287","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:40,FALSE,NA,"916806513146187778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reinsons_malisa",134,TRUE,FALSE,NA,NA
"288","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:36,FALSE,NA,"916806494632296448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elliebrennan356",134,TRUE,FALSE,NA,NA
"289","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:30,FALSE,NA,"916806469345005568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MelidaJennette",134,TRUE,FALSE,NA,NA
"290","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:27,FALSE,NA,"916806458720874497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stefaniapaula11",134,TRUE,FALSE,NA,NA
"291","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:27,FALSE,NA,"916806458142011392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mqbhabskisrsay1",134,TRUE,FALSE,NA,NA
"292","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:27,FALSE,NA,"916806457756192768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eulafisher250",134,TRUE,FALSE,NA,NA
"293","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:26,FALSE,NA,"916806451972239360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thisebastien201",134,TRUE,FALSE,NA,NA
"294","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:21,FALSE,NA,"916806430509928448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enriquetagrant4",134,TRUE,FALSE,NA,NA
"295","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:20,FALSE,NA,"916806429956345856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","terrellpicksto2",134,TRUE,FALSE,NA,NA
"296","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:20,FALSE,NA,"916806429524348928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LyndseyKathi",134,TRUE,FALSE,NA,NA
"297","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:19,FALSE,NA,"916806424725946368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miramitchell111",134,TRUE,FALSE,NA,NA
"298","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:19,FALSE,NA,"916806424507895809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rayemaniccia131",134,TRUE,FALSE,NA,NA
"299","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:17,FALSE,NA,"916806416513376256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","candiraber911",134,TRUE,FALSE,NA,NA
"300","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:17,FALSE,NA,"916806413741064192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tamara_cleo",134,TRUE,FALSE,NA,NA
"301","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:16,FALSE,NA,"916806413086638080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StaceeRuiz1",134,TRUE,FALSE,NA,NA
"302","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:12,FALSE,NA,"916806395567247363",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","devjohywokr366",134,TRUE,FALSE,NA,NA
"303","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:12,FALSE,NA,"916806393470115840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunnyroberson12",134,TRUE,FALSE,NA,NA
"304","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:11,FALSE,NA,"916806388503990272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VelvaSueann",134,TRUE,FALSE,NA,NA
"305","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:10,FALSE,NA,"916806387497189376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KetcherArmor",134,TRUE,FALSE,NA,NA
"306","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:07,FALSE,NA,"916806375312973825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twandaklemas538",134,TRUE,FALSE,NA,NA
"307","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:06,FALSE,NA,"916806367331184640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marquitta_lin",134,TRUE,FALSE,NA,NA
"308","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:04,FALSE,NA,"916806362163744768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allena_evan",134,TRUE,FALSE,NA,NA
"309","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:04,FALSE,NA,"916806360305725441",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tari_tennie",134,TRUE,FALSE,NA,NA
"310","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:03,FALSE,NA,"916806358413885440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Demartino306",134,TRUE,FALSE,NA,NA
"311","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:24:01,FALSE,NA,"916806348108697601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","portiavevnne121",134,TRUE,FALSE,NA,NA
"312","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:58,FALSE,NA,"916806334057795589",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yan_macerato",134,TRUE,FALSE,NA,NA
"313","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:57,FALSE,NA,"916806330601455617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sharicematheve1",134,TRUE,FALSE,NA,NA
"314","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:56,FALSE,NA,"916806327837405184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngelinaAbbey",134,TRUE,FALSE,NA,NA
"315","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:54,FALSE,NA,"916806320803557376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gazsy_ping",134,TRUE,FALSE,NA,NA
"316","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:53,FALSE,NA,"916806314470371328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","justinejeancla4",134,TRUE,FALSE,NA,NA
"317","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:52,FALSE,NA,"916806311643410432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","latinapearson28",134,TRUE,FALSE,NA,NA
"318","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:50,FALSE,NA,"916806301648384003",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","serafinaaracel2",134,TRUE,FALSE,NA,NA
"319","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:50,FALSE,NA,"916806300918599681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nicolbabcock121",134,TRUE,FALSE,NA,NA
"320","RT @adryenn: @AmericanAir I wish I had more time to explore all the amenities. You‚Äôve got SHOWERS up there???!!!! Seriously cool.",FALSE,0,NA,2017-10-07 23:23:50,FALSE,NA,"916806300121563136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tainasanderlin2",134,TRUE,FALSE,NA,NA
